year,index,timeseries_original,timeseries,,
2016,1.464364,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2017,1.489111,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2018,1.529324,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2019,1.607882,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2020,1.515632,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2021,1.495603,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2022,1.535708,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
2023,1.367573,Annual ESI vessels w/ 2023 CA rev>$5K,vess_2023_CA_rev_5k,,
1981,1.360489,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1982,1.301639,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1983,1.294472,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1984,1.394932,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1985,1.428989,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1986,1.289702,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1987,1.325907,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1988,1.274571,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1989,1.335079,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1990,1.348962,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1991,1.341395,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1992,1.384298,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1993,1.355218,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1994,1.266988,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1995,1.314564,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1996,1.344758,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1997,1.427044,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1998,1.403625,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1999,1.405277,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2000,1.400657,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2001,1.386124,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2002,1.312769,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2003,1.315578,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2004,1.328223,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2005,1.385033,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2006,1.438015,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2007,1.41732,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2008,1.372544,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2009,1.311618,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2010,1.284021,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2011,1.302329,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2012,1.352432,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2013,1.32752,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2014,1.318538,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2015,1.376617,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2016,1.289035,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2017,1.324935,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2018,1.327203,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2019,1.371099,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2020,1.33501,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2021,1.306546,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2022,1.31936,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
2023,1.218488,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev $5K-$25K,vess_2023_WC_rev_5k_ave_5k-25k,,
1981,1.707834,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1982,1.640698,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1983,1.74159,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1984,1.743768,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1985,1.689852,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1986,1.715249,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1987,1.764055,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1988,1.694759,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1989,1.664559,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1990,1.631628,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1991,1.647733,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1992,1.62616,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1993,1.577886,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1994,1.518506,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1995,1.584279,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1996,1.608512,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1997,1.664338,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1998,1.609116,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1999,1.560141,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2000,1.589143,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2001,1.637072,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2002,1.571326,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2003,1.564573,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2004,1.51002,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2005,1.523388,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2006,1.471208,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2007,1.549667,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2008,1.413548,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2009,1.40266,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2010,1.474252,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2011,1.470165,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2012,1.491405,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2013,1.432441,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2014,1.45624,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2015,1.510995,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2016,1.420986,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2017,1.423214,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2018,1.417875,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2019,1.454264,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2020,1.367673,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2021,1.349026,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2022,1.465937,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
2023,1.255482,Annual ESI: vessels w/ 2023  West Coast rev>$5K and avg. rev  $25K-$100K,vess_2023_WC_rev_5k_ave_25-100k,,
1981,2.044768,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1982,2.020937,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1983,1.972321,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1984,2.06534,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1985,2.090218,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1986,2.179533,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1987,2.354082,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1988,2.321154,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1989,2.02749,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1990,2.230693,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1991,2.30255,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1992,2.419538,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1993,2.414243,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1994,2.434847,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1995,2.287778,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1996,2.249327,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1997,2.321357,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1998,2.251631,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1999,2.164381,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2000,2.193567,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2001,2.26452,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2002,2.149085,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2003,2.078666,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2004,2.098904,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2005,2.043546,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2006,1.979813,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2007,2.0357,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2008,1.964976,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2009,2.028427,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2010,1.950602,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2011,1.896338,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2012,1.891528,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2013,1.818702,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2014,1.890563,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2015,1.896533,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2016,1.780007,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2017,1.767772,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2018,1.79062,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2019,1.889391,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2020,1.746741,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2021,1.697564,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2022,1.803971,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
2023,1.616617,Annual ESI: vessels w/ 2023 West Coast rev>$5K and avg. rev >$100K,vess_2023_WC_rev_5k_ave_100k,,
1981,1.605578,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1982,1.562577,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1983,1.602228,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1984,1.645363,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1985,1.63026,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1986,1.625985,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1987,1.620154,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1988,1.563439,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1989,1.520673,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1990,1.516876,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1991,1.519758,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1992,1.510478,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1993,1.5084,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1994,1.447049,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1995,1.513149,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1996,1.526012,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1997,1.564673,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1998,1.592527,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1999,1.547074,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2000,1.554199,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2001,1.559596,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2002,1.501227,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2003,1.486806,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2004,1.439249,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2005,1.49176,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2006,1.447743,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2007,1.480157,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2008,1.397858,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2009,1.380179,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2010,1.388516,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2011,1.406084,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2012,1.43174,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2013,1.395328,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2014,1.385785,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2015,1.443577,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2016,1.348926,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2017,1.382263,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2018,1.38863,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2019,1.433069,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2020,1.36494,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2021,1.345781,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2022,1.396569,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
2023,1.244695,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length<41 feet,vess_2023_WC_rev_5k_len_40,,
1981,2.001343,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1982,1.960797,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1983,1.960023,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1984,2.034822,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1985,2.033909,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1986,2.096955,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1987,2.292709,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1988,2.257331,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1989,2.002754,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1990,2.184705,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1991,2.246556,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1992,2.366769,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1993,2.314138,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1994,2.338118,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1995,2.186835,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1996,2.158012,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1997,2.279016,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1998,2.144506,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
1999,2.063578,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
2000,2.111304,Annual ESI: vessels w/ 2023  West Coast rev>$5K and length 41-80 feet,vess_2023_WC_rev_5k_len_41-80,,
