year,index,timeseries_original,timeseries,,
2022,5.176343,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2023,4.537517,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1981,5.39485,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1982,6.315243,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1983,5.671731,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1984,5.439586,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1985,4.883351,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1986,4.760822,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1987,5.48366,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1988,4.845723,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1989,4.258586,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1990,3.333136,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1991,2.597661,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1992,2.648799,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1993,2.6276,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1994,2.988695,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1995,3.858327,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1996,4.828274,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1997,4.805881,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1998,5.387141,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1999,4.235384,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2000,5.608753,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2001,5.607166,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2002,5.650133,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2003,4.857396,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2004,4.248136,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2005,4.124573,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2006,4.506123,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2007,4.907989,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2008,5.038507,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2009,5.139594,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2010,5.798731,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2011,5.157958,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2012,5.059569,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2013,4.891111,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2014,4.772051,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2015,5.371591,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2016,5.331418,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2017,5.521871,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2018,5.355665,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2019,5.65411,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2020,5.379851,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2021,4.665023,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2022,4.651469,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
2023,4.408223,"Annual ESI: :Port of Santa Barbara, CA","Port of Santa Barbara, CA",,
1981,4.203397,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1982,5.410039,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1983,4.927953,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1984,4.622061,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1985,4.962842,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1986,5.713668,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1987,6.651215,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1988,6.271436,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1989,5.158604,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1990,4.230043,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1991,4.813032,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1992,5.347227,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1993,7.746605,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1994,5.390368,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1995,6.701034,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1996,4.978256,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1997,5.86065,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1998,8.914047,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1999,3.320077,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2000,3.316773,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2001,5.675221,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2002,5.64766,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2003,3.912597,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2004,3.382137,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2005,2.797843,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2006,4.646223,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2007,2.493425,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2008,3.342314,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2009,2.017265,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2010,2.027303,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2011,2.268342,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2012,3.267351,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2013,1.902063,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2014,3.019701,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2015,4.878476,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2016,3.402398,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2017,2.024881,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2018,3.792845,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2019,4.623178,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2020,4.477912,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2021,2.494258,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2022,1.783406,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
2023,3.770188,"Annual ESI: :Port of Ventura, CA","Port of Ventura, CA",,
1981,8.176955,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1982,7.348767,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1983,7.655213,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1984,5.624392,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1985,5.92551,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1986,7.78793,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1987,6.88879,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1988,6.875556,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1989,7.174763,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1990,6.89055,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1991,7.148047,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1992,5.462861,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1993,6.212553,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1994,5.512995,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1995,4.720859,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1996,5.17867,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1997,5.181002,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1998,4.184927,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
1999,5.070279,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2000,4.791224,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2001,4.491944,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2002,4.754528,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2003,5.56451,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2004,5.930888,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2005,2.595039,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2006,2.361948,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2007,3.659588,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2008,3.10223,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2009,2.194771,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2010,1.81685,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2011,1.880388,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2012,1.785827,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2013,2.115417,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2014,3.931543,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2015,5.1468,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2016,5.086366,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2017,4.471658,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2018,5.549614,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2019,7.075055,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2020,5.631511,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2021,4.546372,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2022,4.345128,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
2023,3.670499,"Annual ESI: :Port of San Pedro, CA","Port of San Pedro, CA",,
